1	10.9881	-0.000242103
2	10.855	-0.000254479
3	10.8449	-0.000223486
4	11.0969	-0.000338121
5	10.8986	-0.000269976
6	10.8652	-0.000342047
7	10.9456	-0.000252212
8	10.9046	-0.00024475
9	10.6221	-0.000267066
10	10.7376	-0.000316191
11	10.6732	-0.000243863
12	10.8912	-0.000251741
13	11.2832	-0.00024292
14	10.9484	-0.000223717
15	11.3752	-0.000243593
16	10.9278	-0.00028957
17	11.3746	-0.000237514
18	11.2495	-0.00023023
19	10.7719	-0.000233807
20	10.7424	-0.000233905
21	11.1863	-0.000261393
22	11.2557	-0.000312486
23	11.2245	-0.000270665
24	11.0794	-0.000254511
25	10.9947	-0.000223083
26	11.1222	-0.000252086
27	10.9848	-0.000218976
28	10.8537	-0.000291915
29	10.7393	-0.000238505
30	10.8442	-0.000230362
31	10.527	-0.000239362
32	10.7414	-0.0002293
33	10.6281	-0.000236829
34	11.0873	-0.000334479
35	11.1191	-0.000220874
36	10.7563	-0.000259231
37	10.9963	-0.000262748
38	11.0473	-0.000233744
39	11.1912	-0.000209191
40	10.9534	-0.000310351
41	10.9654	-0.000240687
42	11.3166	-0.000247971
43	10.5915	-0.000238692
44	10.8654	-0.000234312
45	10.6778	-0.000236173
46	10.9822	-0.000300532
47	11.2305	-0.000286132
48	11.1578	-0.000267901
49	10.8429	-0.000227038
50	11.1079	-0.000239452
51	10.8666	-0.000248903
52	11.0079	-0.000221848
53	10.7237	-0.000235149
54	10.8836	-0.000242875
55	10.6511	-0.000227325
56	10.7184	-0.000240307
57	10.9433	-0.000261004
58	11.3046	-0.000266858
59	10.825	-0.000235433
60	11.158	-0.000254681
61	11.1747	-0.000290259
62	10.7727	-0.000252779
63	11.0446	-0.000246743
64	10.7921	-0.000230761
65	10.7015	-0.000270505
66	10.9171	-0.000257904
67	10.5002	-0.000250005
68	10.9532	-0.000231266
69	11.4182	-0.000297742
70	11.3658	-0.000235776
71	11.0468	-0.000241382
72	11.2437	-0.000237443
73	11.0816	-0.000220591
74	10.9435	-0.000229389
75	11.1064	-0.000242152
76	11.1401	-0.000262782
77	10.8816	-0.000214945
78	10.7853	-0.000228407
79	10.6826	-0.000262631
80	10.428	-0.00024203
81	10.7617	-0.00026563
82	10.8492	-0.000239559
83	10.6176	-0.000238139
84	10.9943	-0.000236116
85	11.0781	-0.000241273
86	10.8152	-0.00025504
87	11.1267	-0.000275795
88	10.8247	-0.000236496
89	11.2033	-0.000257059
90	11.2484	-0.000271318
91	10.7268	-0.000280911
92	10.8006	-0.000258487
93	10.8669	-0.000249541
94	10.9477	-0.00026473
95	10.8057	-0.00028326
96	11.0173	-0.000263277
97	11.1626	-0.000317425
98	11.1258	-0.00029314
99	11.1727	-0.000304813
100	11.2953	-0.000293064
101	11.1496	-0.000342834
102	11.0746	-0.000377522
103	10.8406	-0.000363652
104	10.9288	-0.000315973
105	11.0639	-0.000318144
106	11.2594	-0.000344728
107	10.93	-0.000308177
108	10.9913	-0.000306563
109	11.1574	-0.000310682
110	10.863	-0.000366832
111	11.3187	-0.000309853
112	10.9896	-0.000313776
113	11.1782	-0.000324279
114	11.2387	-0.000371049
115	10.6929	-0.00038839
116	11.1439	-0.000307263
117	11.2305	-0.000353579
118	11.1883	-0.000455824
119	11.2564	-0.000331647
120	11.2362	-0.000332953
121	11.2366	-0.000298898
122	10.7282	-0.000346598
123	10.8639	-0.000348798
124	10.98	-0.000308257
125	10.9506	-0.000337539
126	11.2507	-0.000359833
127	10.5176	-0.00039168
128	10.9619	-0.000330634
129	10.7498	-0.000325609
130	11.0241	-0.000325186
131	11.0213	-0.000331284
132	10.9829	-0.000341217
133	10.9798	-0.000333744
134	10.8842	-0.000317214
135	10.7401	-0.000291294
136	11.0112	-0.00029275
137	11.0359	-0.000314273
138	11.1558	-0.00036111
139	11.1637	-0.000315544
140	11.1439	-0.000310056
141	10.7103	-0.000308333
142	11.1739	-0.000290496
143	11.2095	-0.000306824
144	11.1539	-0.000301583
145	11.0781	-0.000311157
146	10.9605	-0.000405909
147	10.764	-0.000344398
148	10.5413	-0.000329546
149	10.9385	-0.000321049
150	10.9051	-0.000432586
151	10.813	-0.000339849
152	10.8088	-0.000340747
153	10.9683	-0.000335035
154	10.8805	-0.00034591
155	10.8655	-0.000341206
156	10.9283	-0.000391172
157	11.1226	-0.000368851
158	11.0035	-0.000347173
159	10.8843	-0.000356668
160	10.9413	-0.000389887
161	10.9726	-0.00038369
162	11.3168	-0.000567441
163	11.1104	-0.000375047
164	11.1262	-0.000318937
165	10.8925	-0.000360024
166	11.3212	-0.000403732
167	11.0258	-0.000340888
168	11.4061	-0.000364559
169	11.153	-0.000327353
170	11.1174	-0.000323216
171	11.0543	-0.000299239
172	10.7037	-0.00031793
173	11.005	-0.000332498
174	10.7382	-0.000379788
175	10.5788	-0.00037525
176	11.1083	-0.000449615
177	10.6817	-0.000330912
178	10.8086	-0.000328865
179	11.0001	-0.000359905
180	10.8089	-0.000322181
181	10.6101	-0.000381382
182	11.0385	-0.000484996
183	10.8894	-0.00032342
184	11.1909	-0.000340255
185	11.0127	-0.000333849
186	11.7626	-0.000642179
187	10.4392	-0.000378316
188	11.2889	-0.00033096
189	11.144	-0.000451216
190	11.0403	-0.000431506
191	11.0057	-0.000344392
192	11.0494	-0.000402428
