1	1	A	1	12.2352	0.0000902262	0	0	0	0	0	0
1	1	B	1	12.2352	0.0000902262	0	0	0	0	0	0
1	1	A	2	11.6232	0.0000954811	0	0	0	0	0	0
1	1	B	2	11.6232	0.0000954811	0	0	0	0	0	0
1	1	A	3	11.3185	0.0001057550	0	0	0	0	0	0
1	1	B	3	11.3185	0.0001057550	0	0	0	0	0	0
1	1	A	4	11.0903	0.0001290910	0	0	0	0	0	0
1	1	B	4	11.0903	0.0001290910	0	0	0	0	0	0
1	2	A	1	12.1700	0.0000858912	0	0	0	0	0	0
1	2	B	1	12.1700	0.0000858912	0	0	0	0	0	0
1	2	A	2	11.5097	0.0000951995	0	0	0	0	0	0
1	2	B	2	11.5097	0.0000951995	0	0	0	0	0	0
1	2	A	3	11.6363	0.0001042020	0	0	0	0	0	0
1	2	B	3	11.6363	0.0001042020	0	0	0	0	0	0
1	2	A	4	11.3155	0.0001299510	0	0	0	0	0	0
1	2	B	4	11.3155	0.0001299510	0	0	0	0	0	0
1	3	A	1	12.2036	0.0000868187	0	0	0	0	0	0
1	3	B	1	12.2036	0.0000868187	0	0	0	0	0	0
1	3	A	2	11.5513	0.0000880981	0	0	0	0	0	0
1	3	B	2	11.5513	0.0000880981	0	0	0	0	0	0
1	3	A	3	11.2783	0.0001046210	0	0	0	0	0	0
1	3	B	3	11.2783	0.0001046210	0	0	0	0	0	0
1	3	A	4	11.0777	0.0001246410	0	0	0	0	0	0
1	3	B	4	11.0777	0.0001246410	0	0	0	0	0	0
1	4	A	1	12.3565	0.0001166880	0	0	0	0	0	0
1	4	B	1	12.3565	0.0001166880	0	0	0	0	0	0
1	4	A	2	11.7383	0.0001258740	0	0	0	0	0	0
1	4	B	2	11.7383	0.0001258740	0	0	0	0	0	0
1	4	A	3	11.5894	0.0001320890	0	0	0	0	0	0
1	4	B	3	11.5894	0.0001320890	0	0	0	0	0	0
1	4	A	4	11.2562	0.0001667760	0	0	0	0	0	0
1	4	B	4	11.2562	0.0001667760	0	0	0	0	0	0
1	5	A	1	12.2554	0.0000972442	0	0	0	0	0	0
1	5	B	1	12.2554	0.0000972442	0	0	0	0	0	0
1	5	A	2	11.6672	0.0001062450	0	0	0	0	0	0
1	5	B	2	11.6672	0.0001062450	0	0	0	0	0	0
1	5	A	3	11.3523	0.0001180720	0	0	0	0	0	0
1	5	B	3	11.3523	0.0001180720	0	0	0	0	0	0
1	5	A	4	11.3729	0.0001344360	0	0	0	0	0	0
1	5	B	4	11.3729	0.0001344360	0	0	0	0	0	0
1	6	A	1	11.7688	0.0000916945	0	0	0	0	0	0
1	6	B	1	11.7688	0.0000916945	0	0	0	0	0	0
1	6	A	2	11.2993	0.0001111920	0	0	0	0	0	0
1	6	B	2	11.2993	0.0001111920	0	0	0	0	0	0
1	6	A	3	11.1904	0.0001279240	0	0	0	0	0	0
1	6	B	3	11.1904	0.0001279240	0	0	0	0	0	0
1	6	A	4	11.1540	0.0001469330	0	0	0	0	0	0
1	6	B	4	11.1540	0.0001469330	0	0	0	0	0	0
1	7	A	1	12.1854	0.0000914754	0	0	0	0	0	0
1	7	B	1	12.1854	0.0000914754	0	0	0	0	0	0
1	7	A	2	11.6151	0.0000965822	0	0	0	0	0	0
1	7	B	2	11.6151	0.0000965822	0	0	0	0	0	0
1	7	A	3	11.2749	0.0001116650	0	0	0	0	0	0
1	7	B	3	11.2749	0.0001116650	0	0	0	0	0	0
1	7	A	4	11.2543	0.0001322620	0	0	0	0	0	0
1	7	B	4	11.2543	0.0001322620	0	0	0	0	0	0
1	8	A	1	12.1675	0.0000985360	0	0	0	0	0	0
1	8	B	1	12.1675	0.0000985360	0	0	0	0	0	0
1	8	A	2	11.6195	0.0001002230	0	0	0	0	0	0
1	8	B	2	11.6195	0.0001002230	0	0	0	0	0	0
1	8	A	3	11.3182	0.0001107440	0	0	0	0	0	0
1	8	B	3	11.3182	0.0001107440	0	0	0	0	0	0
1	8	A	4	11.2396	0.0001342420	0	0	0	0	0	0
1	8	B	4	11.2396	0.0001342420	0	0	0	0	0	0
1	9	A	1	12.0451	0.0001041020	0	0	0	0	0	0
1	9	B	1	12.0451	0.0001041020	0	0	0	0	0	0
1	9	A	2	11.4057	0.0001072400	0	0	0	0	0	0
1	9	B	2	11.4057	0.0001072400	0	0	0	0	0	0
1	9	A	3	11.3022	0.0001302660	0	0	0	0	0	0
1	9	B	3	11.3022	0.0001302660	0	0	0	0	0	0
1	9	A	4	11.2777	0.0001513880	0	0	0	0	0	0
1	9	B	4	11.2777	0.0001513880	0	0	0	0	0	0
1	10	A	1	12.0649	0.0001182970	0	0	0	0	0	0
1	10	B	1	12.0649	0.0001182970	0	0	0	0	0	0
1	10	A	2	11.4845	0.0001201950	0	0	0	0	0	0
1	10	B	2	11.4845	0.0001201950	0	0	0	0	0	0
1	10	A	3	11.3326	0.0001453650	0	0	0	0	0	0
1	10	B	3	11.3326	0.0001453650	0	0	0	0	0	0
1	10	A	4	11.3497	0.0001684370	0	0	0	0	0	0
1	10	B	4	11.3497	0.0001684370	0	0	0	0	0	0
1	11	A	1	12.0556	0.0000933015	0	0	0	0	0	0
1	11	B	1	12.0556	0.0000933015	0	0	0	0	0	0
1	11	A	2	11.3677	0.0001022840	0	0	0	0	0	0
1	11	B	2	11.3677	0.0001022840	0	0	0	0	0	0
1	11	A	3	11.0947	0.0001081940	0	0	0	0	0	0
1	11	B	3	11.0947	0.0001081940	0	0	0	0	0	0
1	11	A	4	11.0239	0.0001302470	0	0	0	0	0	0
1	11	B	4	11.0239	0.0001302470	0	0	0	0	0	0
1	12	A	1	12.2813	0.0001018580	0	0	0	0	0	0
1	12	B	1	12.2813	0.0001018580	0	0	0	0	0	0
1	12	A	2	11.6092	0.0001031030	0	0	0	0	0	0
1	12	B	2	11.6092	0.0001031030	0	0	0	0	0	0
1	12	A	3	11.4569	0.0001248970	0	0	0	0	0	0
1	12	B	3	11.4569	0.0001248970	0	0	0	0	0	0
1	12	A	4	11.3454	0.0001476450	0	0	0	0	0	0
1	12	B	4	11.3454	0.0001476450	0	0	0	0	0	0
1	13	A	1	12.6181	0.0000913319	0	0	0	0	0	0
1	13	B	1	12.6181	0.0000913319	0	0	0	0	0	0
1	13	A	2	11.9147	0.0000946542	0	0	0	0	0	0
1	13	B	2	11.9147	0.0000946542	0	0	0	0	0	0
1	13	A	3	11.8914	0.0001041040	0	0	0	0	0	0
1	13	B	3	11.8914	0.0001041040	0	0	0	0	0	0
1	13	A	4	11.6322	0.0001228990	0	0	0	0	0	0
1	13	B	4	11.6322	0.0001228990	0	0	0	0	0	0
1	14	A	1	12.2994	0.0000759848	0	0	0	0	0	0
1	14	B	1	12.2994	0.0000759848	0	0	0	0	0	0
1	14	A	2	11.6288	0.0000874166	0	0	0	0	0	0
1	14	B	2	11.6288	0.0000874166	0	0	0	0	0	0
1	14	A	3	11.9059	0.0000949340	0	0	0	0	0	0
